sample_id	read_id	read_len	read_qscore	channel	start_time	end_time	decision	fastp_status	is_mapped	is_uniq	contig_id
sample	9d1166bb-97ee-47b4-bb51-450235c16703	731	9.191495	371	164.538	167.03150000000002	signal_positive	False	False	True	
sample	a6779cb9-56c0-4ef6-8315-6b8b46f63b3e	2719	11.522811	327	159.711	167.51375000000002	signal_positive	True	True	True	NC_001416.1
sample	230222f7-0d37-47be-82b6-66d138eadfdc	3550	10.548573	295	159.065	167.67925	signal_positive	False	False	True	
sample	25c2e7d8-b7fd-44ca-bbe4-90812131dfe5	813	11.156478	60	164.32775	166.59400000000002	signal_positive	True	True	True	NC_001416.1
sample	ff3d238d-5d5e-4a4f-abe4-80129bc234ce	3772	11.223484	261	158.16475	167.4605	signal_positive	True	True	True	NC_001416.1
sample	85ea6d5d-6049-4ba5-9d19-d25fbd586432	2074	10.501921	146	162.3895	167.44675	signal_positive	False	False	True	
sample	e9ed391e-8586-4992-a5c6-6b920f5aeb0f	402	9.781129	106	165.546	167.033	signal_negative	False	False	True	
sample	97f95304-db00-4020-9fd8-a606e246c6e5	448	9.024264	212	165.16	166.63675	signal_negative	False	False	True	
sample	cee6055f-91e1-4855-9a2d-a649d176d391	124	8.380563	29	166.59675	167.14899999999997	signal_positive	False	False	True	
sample	b76e476d-eda6-4f3c-bb8a-139cbfd3629e	557	9.828631	458	167.023	168.61575	data_service_unblock_mux_change	False	False	True	
sample	ca26bc83-fce7-4107-a6f9-119835dae0a1	498	8.792920	451	167.002	168.61575000000002	data_service_unblock_mux_change	False	False	True	
sample	a5b846cb-c4c3-4751-87a1-b2b873b3fa5c	6545	9.980858	422	153.1035	168.024	signal_positive	False	False	True	
sample	e5ae4f00-29f5-4727-bdf7-c2221abfc471	4272	10.874999	299	155.804	168.03975	signal_positive	True	True	True	NC_001416.1
sample	a0efd050-ea39-4b6e-8f4d-551d50d7f34c	411	10.558328	350	167.08225	168.45075	signal_negative	False	False	True	
sample	7d6a86de-3f20-45a7-98fa-fc3438c7efaf	407	9.696726	320	166.402	167.82274999999998	data_service_unblock_mux_change	False	False	True	
sample	85e5a83d-7792-472f-bfd0-e6cb31460d6a	529	10.827105	284	166.46275	168.05625	signal_negative	True	False	True	
sample	134688de-1e35-48bb-b514-4983425069d6	4136	9.866688	282	157.7475	168.11575	signal_positive	False	False	True	
sample	301a9b78-1479-499b-9f7c-c9c9c8bca160	8282	8.352766	276	148.19525	167.69125	signal_positive	False	False	True	
sample	30988754-0fa9-4efc-86dd-5d566edfbcde	783	8.792694	332	165.88125	167.817	signal_negative	False	False	True	
sample	20d370a3-b516-4381-9642-731716a96233	110	8.912833	225	167.1925	167.94925	signal_positive	False	False	True	
sample	6bcc3b3f-260e-49e6-80bc-6f7c4b465e67	243	8.709987	220	167.21225	168.17375	signal_positive	False	False	True	
sample	522db6f1-1b46-4768-bf8c-a0c870864aaf	574	9.440549	198	166.68725	168.28900000000002	data_service_unblock_mux_change	False	False	True	
sample	42b534c5-52a5-43a5-bed6-73248c50c4fc	489	11.217550	148	166.4575	168.06050000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	b09b54b2-4062-4591-b3b3-676ecbc156ed	477	9.152535	109	167.07875	168.45625	data_service_unblock_mux_change	False	False	True	
sample	be036bcc-e2d6-4a88-86ac-d4c790e52abf	1365	11.251971	511	164.85675	168.73975000000002	signal_positive	True	True	True	NC_001416.1
sample	21f548f0-3773-4d82-9062-ca9aeb8760a0	482	11.437382	476	167.84375	169.3115	signal_positive	True	True	True	NC_001416.1
sample	0562e202-45da-4128-a152-5194da7793b7	515	11.223992	20	167.2505	168.79475	data_service_unblock_mux_change	True	False	True	
sample	55c6d448-6d59-496d-a447-b716a9cb849d	535	11.188806	399	167.87875	169.49125	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	ace70ff2-9907-43ce-98da-da24c0ff8352	393	9.377309	357	168.19425	169.583	signal_positive	False	False	True	
sample	f84411c1-5872-4637-ac0c-c7eb4de7d7ae	2815	9.106217	267	162.6435	169.445	signal_positive	False	False	True	
sample	446af54f-1868-4656-a420-dd4ee66a050f	473	9.527458	261	167.7945	169.49575	data_service_unblock_mux_change	False	False	True	
sample	0621d01f-0b01-4a6d-8c6a-26742cadb6a2	1418	9.262381	195	166.06675	169.15825	signal_positive	False	False	True	
sample	18450d16-92ce-4e6e-b69a-dfeed9ded341	381	10.603837	173	167.70525	169.0415	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	e23fb241-b91a-4f8a-b57d-030601e11fa2	408	9.005496	150	167.3815	168.78875	signal_negative	False	False	True	
sample	ec7ff36c-2ca3-41b6-8981-b7a38eb9c616	433	8.237801	63	167.3195	168.79475	data_service_unblock_mux_change	False	False	True	
sample	17208dd3-b78f-4ed0-a5ad-cec9eeea29d5	460	8.223722	336	168.17575	169.6825	signal_negative	False	False	True	
sample	a2c4f8ef-d3af-4bbe-b527-885cbbae45c1	440	10.807824	328	168.16775	169.6875	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	d344cd9b-255b-4191-9e8b-f035f6f4dcee	397	10.155466	302	168.07075	169.6875	data_service_unblock_mux_change	False	False	True	
sample	1ef2c1aa-643f-4328-950d-68cf0be49ad9	753	9.495013	28	168.05525	169.6875	data_service_unblock_mux_change	False	False	True	
sample	6a58f7a3-48b0-4eb9-8185-296ff1fbdc1c	365	9.268155	431	168.49925	169.85625	data_service_unblock_mux_change	False	False	True	
sample	2c69c300-e621-4e49-96d0-ae51347aac4f	566	9.638234	478	168.99825	170.56050000000002	signal_negative	False	False	True	
sample	84508802-ce7c-4a38-b4c9-a4fda5fb2667	531	9.236632	465	169.0515	170.56900000000002	data_service_unblock_mux_change	False	False	True	
sample	4d00c15c-d79f-4d7e-98bb-435ca341556a	486	11.185231	394	168.58175	170.05775	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	39abfe11-c332-4a2f-9c00-bbf639293313	477	9.083490	425	168.49725	169.85625000000002	data_service_unblock_mux_change	False	False	True	
sample	00787c75-b313-4c63-8b45-60056e867929	412	10.152758	398	168.33975	169.85175	signal_negative	False	False	True	
sample	a6315b45-8247-4374-bf70-509b3171fc58	401	9.100299	402	168.65125	170.05775	data_service_unblock_mux_change	False	False	True	
sample	0a8b43b6-7668-4d5b-a80e-a25b05f33bb6	1342	8.048101	385	167.2175	170.27625	signal_positive	False	False	True	
sample	a8abca25-4e0d-4ce8-9fe9-1ec4c57ee791	521	9.157892	360	168.9565	170.56475	signal_negative	False	False	True	
sample	3b79a13e-7777-47cb-9cb0-b3784181d997	439	10.914762	198	168.436	169.85625000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	029170ad-5cdc-42d4-93a2-753891a936e3	449	9.611294	230	168.5245	169.85625	data_service_unblock_mux_change	False	False	True	
sample	a984e22e-2b3b-4d8d-a554-953f9c3252af	408	11.627335	67	168.65375	170.05775	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	d8a40fa0-df8c-4cf8-878a-43cd18769ca2	301	10.488370	225	169.203	170.56900000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	ce6a6d89-5f12-4c65-b387-f74f7b930804	441	9.480639	142	168.9975	170.569	data_service_unblock_mux_change	False	False	True	
sample	4c645b13-766c-40b7-9887-a7db1d6260dd	410	11.234929	127	168.60975	170.04174999999998	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	f8ff0d3d-a204-4f39-aadb-a2d6ae9fc98e	574	9.601460	29	168.78725	170.37	data_service_unblock_mux_change	False	False	True	
sample	2f64bd00-96ad-497a-9490-ad2f84f18abc	514	8.446691	16	168.77425	170.362	signal_negative	False	False	True	
sample	e9f33338-db07-4e69-8689-00f00d944f2d	245	10.030585	374	169.762	170.75025	signal_positive	False	False	True	
sample	1b9cef08-be92-42fb-84ee-810a6663152e	560	9.905747	93	168.8915	170.56900000000002	data_service_unblock_mux_change	False	False	True	
sample	49a9b7a5-fdc1-4e13-a214-ade50b8130da	8351	9.124840	31	149.05275	169.86325	signal_positive	False	False	True	
sample	d7bd4bef-3169-4092-849f-57c58de828aa	401	9.602107	121	169.3085	170.7485	data_service_unblock_mux_change	False	False	True	
sample	292f1b8f-82a4-4516-b6d6-fd1f022b11ba	2382	8.412770	456	161.36325	170.81674999999998	unblock_mux_change	False	False	True	
sample	cfdc39f2-d16f-42f7-984a-dad47a033dd6	428	10.514331	399	169.71325	171.14675	signal_positive	False	False	True	
sample	161a46d2-a391-468d-931f-fb27b82420fc	491	10.969644	340	169.891	171.53975	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	362758f4-539e-442c-8fe1-9d5d421162fc	11020	10.134920	292	141.85875	171.45624999999998	signal_positive	False	False	True	
sample	e94a4101-3e8a-434e-82e9-c6711fd25d61	509	10.681406	331	169.56525	171.21175	data_service_unblock_mux_change	False	False	True	
sample	9fcc0c7c-a254-4086-b109-ba08761208a5	519	9.888859	141	169.89125	171.53475	signal_negative	False	False	True	
sample	11c6ee72-f9f6-4146-b9bb-c5b4267ef457	3453	9.351783	97	163.309	171.35999999999999	signal_positive	False	False	True	
sample	6a26649b-b7e5-4fb4-bd23-87246adcbc83	1802	9.018209	91	166.52775	171.553	signal_positive	False	False	True	
sample	c8e18838-aade-45c5-ab07-4916193193a9	467	9.974411	41	169.43625	170.97575	signal_negative	False	False	True	
sample	c5b6f0fd-d5fa-4706-ba03-111707c5164d	570	8.377315	72	169.6045	171.2065	signal_negative	False	False	True	
sample	890d047d-c2d4-40cf-b1aa-4e50941aee68	8097	9.488128	23	148.89375	171.334	unblock_mux_change	False	False	True	
sample	c4ed7d9c-fb16-423f-b439-e05038ef580c	700	9.778975	436	169.99	171.74175	signal_positive	False	False	True	
sample	17839544-329e-415b-9b82-23d2ac83a161	713	9.615186	505	169.803	171.81175	data_service_unblock_mux_change	False	False	True	
sample	719911d3-d897-45fc-beb3-3113100e74fc	382	9.122631	403	171.28925	172.8035	signal_negative	False	False	True	
sample	066f3201-0fd0-41c2-a6d6-dc7287c8aa42	367	11.512073	378	170.6375	171.93275	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	249eccaa-d628-424f-85af-3f95f56bdf60	4050	10.268405	370	159.12175	172.24249999999998	signal_positive	False	False	True	
sample	6bd58dd2-efaf-45aa-8570-a66f67b9f08d	583	9.270479	348	171.217	172.8035	signal_negative	False	False	True	
sample	c41031c5-d88f-41cd-92d0-4b292758b764	513	10.433419	451	170.23175	171.81175000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	6443adc7-2b95-42b7-b292-2c49790a2f94	380	10.524206	444	171.31775	172.66025	signal_positive	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	9cfb9564-8328-460f-9e6f-234ad28165de	575	11.335464	283	171.14325	172.809	data_service_unblock_mux_change	False	False	True	
sample	e7a81eb4-b732-4c80-be7d-00eb4fea0451	487	9.806009	267	170.339	171.7985	signal_negative	False	False	True	
sample	2f6832ee-1936-4f5d-bba6-a24b269f6b33	1642	9.552997	258	168.3055	172.36225	signal_positive	False	False	True	
sample	3176e24e-4f3f-45ed-9382-e89cdd5adb35	457	12.035824	216	170.22925	171.80625	signal_negative	True	False	True	
sample	ec62adac-238b-48d2-b1ae-c1a2c7c52fff	370	10.390673	180	170.53375	171.93275	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	d3d8fc98-134d-41f3-bbb2-e77b690cc3e8	495	10.779134	122	171.18625	172.809	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	4e3f53e3-b888-49ac-ad7a-0df98c260d80	461	8.817672	118	171.02225	172.5875	signal_negative	False	False	True	
sample	c0cefe1a-6681-49c7-b637-379d36df4271	11079	10.587447	115	142.98875	171.83100000000002	unblock_mux_change	True	True	True	NC_001416.1
sample	bb3e2964-0279-4b18-97c3-d0d7c9a60022	658	9.340409	198	170.02625	171.8055	signal_negative	False	False	True	
sample	129da9f1-dbae-4618-ad55-f60f0100afe4	452	9.243918	154	170.34575	171.81175000000002	data_service_unblock_mux_change	False	False	True	
sample	de7567cb-6ca1-4e35-af15-67a01446b499	500	8.898911	111	170.77525	172.388	data_service_unblock_mux_change	False	False	True	
sample	14100e31-9c26-49fe-8be6-cd152b621ea2	288	8.023500	108	170.87525	172.388	data_service_unblock_mux_change	False	False	True	
sample	90b431bc-2277-40cd-9906-3f946136fc2f	2127	9.970417	151	166.441	172.24425	signal_positive	False	False	True	
sample	06ebcdc9-8031-4b81-a8d9-ff9d610659fb	491	9.933088	420	171.72625	173.25375	signal_positive	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	2010425a-d4a5-44a3-95cd-8fe495139953	1709	9.585415	422	168.418	172.83425	signal_positive	False	False	True	
sample	07aef943-ed14-4c5c-9495-e8bb20d32d4e	1152	11.662402	398	170.5655	173.7505	signal_positive	True	True	True	NC_001416.1
sample	e3ba0248-dc5c-4e5c-9634-c8fcdfadd112	2269	11.166654	353	167.3365	173.04225	signal_positive	True	True	True	NC_001416.1
sample	a94cf689-0c1c-4827-9740-14668b68df4a	313	11.170736	376	172.0645	173.774	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	c4657e53-8dcd-4ffd-a9dd-2d429f9ec2f7	457	10.215886	381	171.66125	173.0465	signal_negative	False	False	True	
sample	d697f72c-b4a7-4fb5-a49e-d215521afc07	574	11.615235	291	171.9875	173.7665	signal_negative	True	False	True	
sample	e4d24781-0fb7-4ec9-aa3d-5365490bf172	544	10.427489	285	171.78275	173.5245	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	f5af1904-d74b-44db-a1f8-5c0143f9bd5b	295	11.229006	229	171.212	172.809	data_service_unblock_mux_change	True	False	True	
sample	8f71c688-4559-4a59-9080-d775f6a686ce	527	8.636993	121	171.119	173.774	data_service_unblock_mux_change	False	False	True	
sample	d3d3b9f1-baec-4078-ae78-5b92951351fe	2023	8.591971	79	168.1195	173.28199999999998	signal_positive	False	False	True	
sample	e0e1fcc2-d1d4-4fc4-abba-a3e891b1d92c	2465	9.207067	73	167.24325	173.54774999999998	signal_positive	False	False	True	
sample	d261b1e0-8612-4610-a4d0-ba8443876e13	484	8.496669	507	172.48675	174.02075	data_service_unblock_mux_change	False	False	True	
sample	f592cfa7-4cdb-4c8c-aac8-8c996a90cd46	279	9.615377	484	173.195	174.29874999999998	signal_positive	False	False	True	
sample	3cf87742-0f72-4fe4-883e-486408a74dd9	1927	11.276052	448	169.765	174.68224999999998	signal_positive	True	True	True	NC_001416.1
sample	71c57814-74c8-4a5f-869c-978248f8b4d5	481	10.358728	430	172.70675	174.24099999999999	data_service_unblock_mux_change	False	False	True	
sample	b64067a8-5793-43c7-a261-f2cc9abe7bf9	9539	10.609374	421	150.1965	174.70725	signal_positive	True	True	True	NC_001416.1
sample	345fd4f1-3c44-4500-ae08-cdb5071bff69	517	11.123821	413	172.62975	174.241	data_service_unblock_mux_change	False	False	True	
sample	fc48808f-898e-47f1-b22f-b12d51d9badb	522	8.687225	348	172.9625	174.44225	data_service_unblock_mux_change	False	False	True	
sample	f32cb74e-dc2f-4d27-9af8-b967598545f2	400	11.979212	213	172.50575	174.01625	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	eb77a50d-2c43-44a4-8c5c-3034d6894517	433	9.859925	189	173.17775	174.67575	data_service_unblock_mux_change	False	False	True	
sample	075ded17-ff54-4714-9cf2-4890cd278e9d	2786	9.467544	98	167.744	174.70425	signal_positive	False	False	True	
sample	aeb1e3c8-f41d-459d-816d-698bbd57b44f	8616	9.080688	62	156.09325	174.61800000000002	signal_positive	False	False	True	
sample	b5d3b5e6-06fa-4911-abdd-208b968c50bc	401	11.200854	47	173.238	174.6625	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	a9c03dc5-85ef-4972-a77b-37d6f8f23e42	370	8.141789	23	172.66825	174.015	signal_negative	False	False	True	
sample	3defa961-978a-4e31-8c3c-2169562cbc3b	506	12.182887	490	173.96475	175.71275	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	6311d6d8-244e-49da-894d-5ebe825e7685	648	9.252312	453	173.97725	175.70825	signal_negative	False	False	True	
sample	21cafc6e-6841-4ef0-8bb0-0be164e4d670	443	10.083729	342	174.27625	175.70825	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	4b9d8c2e-ac05-4275-a67c-9263ecb50317	642	9.864058	341	173.1325	174.90275	data_service_unblock_mux_change	False	False	True	
sample	279e298b-2f08-4b0f-b5f9-3c15350c2f6b	481	11.119512	340	173.568	175.12925	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	b9804215-a6a5-48e3-aa0c-2ebdad83becd	284	10.178395	35	174.737	175.652	signal_positive	True	True	True	NC_001416.1
sample	c259c585-c202-49ec-b14f-c246b867faf2	492	8.286552	267	174.33875	175.70575	signal_negative	False	False	True	
sample	8add0ca5-f01e-4e74-8bd0-2cd26cce74f3	535	9.840965	372	173.487	175.12924999999998	data_service_unblock_mux_change	False	False	True	
sample	1a790bcc-e6bc-4b38-acfc-96d0ac8d4007	437	9.474092	53	173.94	175.7085	signal_negative	False	False	True	
sample	b70553ea-9478-4a43-bccd-439fb0950a9b	510	10.405530	369	173.7035	175.459	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	a27ed153-80c6-4d73-a91f-64a0c7f51009	549	9.170373	258	174.223	175.70725000000002	signal_negative	False	False	True	
sample	57af8dc3-03b5-4fa6-9dab-65aea7202188	532	9.769755	190	173.55825	175.12175	signal_negative	False	False	True	
sample	ef877a4f-f36f-4449-8e7e-9be57ea7686c	453	10.686719	222	174.3685	175.705	signal_negative	True	False	True	
sample	1092382f-1c92-478f-aa01-a3c1b00779f6	712	8.643532	171	172.584	175.1245	signal_negative	False	False	True	
sample	0162ead8-275c-4be4-95bd-b48e5490eb95	379	8.748950	144	172.26	174.90275	data_service_unblock_mux_change	False	False	True	
sample	8220f5e2-afbf-44b4-bf57-0276772330b6	348	12.038441	122	174.16025	175.2355	signal_positive	True	True	True	NC_001416.1
sample	eb226c6b-a717-425a-b4ee-f8fdbb82e912	5077	9.168235	101	162.231	174.94424999999998	signal_positive	False	False	True	
sample	2d8e9b24-32e6-4bfd-9daf-327b74581e7c	396	8.285734	63	173.461	174.8965	signal_negative	False	False	True	
sample	11a5dad5-3056-45d8-8434-3dc18ed0d90a	477	10.802335	399	174.3845	175.89875	signal_negative	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	e728bcee-24c9-469d-af88-639f394b7059	462	9.636850	474	174.4555	175.8995	signal_negative	False	False	True	
sample	49e15cb1-290b-4952-a876-8017d97c3e29	769	10.230696	471	174.615	176.732	data_service_unblock_mux_change	False	False	True	
sample	f31d440f-160e-49da-86be-6f196320fc2f	545	9.669789	429	174.21175	175.90375	data_service_unblock_mux_change	False	False	True	
sample	1e61d492-4b01-4270-a8ae-9bd455f31886	4794	11.053640	92	164.13725	176.74	signal_positive	True	True	True	NC_001416.1
sample	5d3a7449-353a-4691-9781-22c45dc0ddbd	4061	10.951368	138	165.812	176.62300000000002	signal_positive	True	True	True	NC_001416.1
sample	e9932396-27f4-4c32-be29-0079f7c1cd8e	523	9.610286	96	174.653	176.1815	data_service_unblock_mux_change	False	False	True	
sample	cff76bdf-d2a2-4269-b45e-598c1fe40b31	538	9.149819	72	174.6195	176.1815	data_service_unblock_mux_change	False	False	True	
sample	14ee9104-3c06-4cca-96d9-4c13d6856bbb	654	9.481367	14	174.7835	176.7255	signal_negative	False	False	True	
sample	ff2a75f8-a713-4a2e-aac3-7149100fe29b	546	11.164722	395	175.948	177.62525	signal_negative	True	False	True	
sample	789d461e-e4c5-412e-90c2-7d5f57c5ce75	742	8.580741	457	175.05275	176.98725000000002	data_service_unblock_mux_change	False	False	True	
sample	f52a5f05-99bd-48d0-9202-5e53ba74c258	353	10.747690	456	176.2515	177.81074999999998	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	55f3c761-16db-47e2-ab78-1620767b8169	396	8.944159	424	176.2815	177.63375	data_service_unblock_mux_change	False	False	True	
sample	c929f291-3726-4bfd-9e31-3d762b619a56	596	10.834826	420	175.7305	177.45125000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	f8a2ef61-6f63-4615-a4cf-0d30e86e06d3	473	9.852228	113	175.217	176.98725000000002	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	1531bd68-0076-4605-b809-09f21cefb4a0	614	9.395788	377	174.52	177.03925	signal_positive	False	False	True	
sample	9719d5a5-587f-4bb9-b002-fb7ff69c850c	887	8.784617	304	174.5365	177.06699999999998	signal_positive	False	False	True	
sample	d6bdfca2-8c50-46fa-b13c-8837ea6b7969	653	9.705157	232	174.9415	176.98174999999998	signal_negative	False	False	True	
sample	080c636c-c219-43e1-9e1a-e4ba6c34c48f	389	10.563356	127	175.61775	176.90075	signal_positive	True	True	True	NC_001416.1
sample	c66fd005-2c4d-4a55-bb06-fe4549350e9a	563	9.145393	259	175.677	177.20575	signal_negative	False	False	True	
sample	b87f7036-4314-42b8-83c6-920ae01261ef	512	8.917098	250	175.26325	176.98725	data_service_unblock_mux_change	False	False	True	
sample	7334377c-08b6-4fc0-a549-674d2f7a3604	511	9.112244	189	175.3225	176.98	signal_negative	False	False	True	
sample	2604a409-f89a-40e4-a87b-d36bb05b9f4e	3127	9.765688	119	169.574	177.62425000000002	signal_positive	False	False	True	
sample	047575eb-e85e-4087-9d1c-74ab25b50e84	3028	9.182785	42	169.30925	177.43275	signal_positive	False	False	True	
sample	f2ccf031-ac45-4dc5-be26-e01b15fddb52	580	8.854992	150	175.5665	177.21124999999998	data_service_unblock_mux_change	False	False	True	
sample	3c18bd5c-dc6a-4159-8948-42b8fbe22df9	494	13.684484	148	175.356	176.98725	data_service_unblock_mux_change	True	False	True	
sample	3e6c1ac8-fa2b-4a4f-80ae-8921b93eeca4	430	9.381643	142	176.26525	177.63375000000002	data_service_unblock_mux_change	False	False	True	
sample	3c02b28d-4a72-446f-a069-c7a94516d3f9	611	8.490692	55	175.9365	177.4445	signal_negative	False	False	True	
sample	35e0af7f-8b06-4783-bcb0-43f7f502620c	4133	8.447694	39	167.33575	177.85174999999998	signal_positive	False	False	True	
sample	a35262e2-ab46-49c0-b8cc-8c516d345a11	340	8.359589	38	176.41175	177.80575000000002	signal_negative	False	False	True	
sample	3bf64646-d185-47ab-ab45-12fe2109e222	344	9.463614	6	175.0765	176.98725000000002	data_service_unblock_mux_change	False	False	True	
sample	3dfa99fa-9f1a-44dc-af7e-36f3f69bf165	3692	9.861554	504	170.56975	178.46574999999999	signal_positive	False	False	True	
sample	f9b79ebd-6476-4bf5-a6f9-250ed5b9794d	416	9.290402	399	176.86725	178.25725	signal_positive	False	False	True	
sample	02726dbb-b6de-435d-a815-d35210cfac4a	368	9.409664	397	176.59475	178.011	data_service_unblock_mux_change	False	False	True	
sample	02594de7-06aa-4d05-a5ac-e99de5f38bc3	2652	9.383541	443	171.92425	178.8665	signal_positive	False	False	True	
sample	866fc568-a581-4d75-8e33-994badaecbaa	378	10.252682	318	177.35775	178.8245	signal_positive	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	60d0f20e-e77d-4d03-9be1-bc6c50d74547	263	10.597949	308	177.61025	178.7235	signal_positive	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	4bf3e51d-ad2c-4626-ab66-cb0e60676224	5574	9.380805	305	163.50025	178.02375	signal_positive	False	False	True	
sample	d82982cd-5791-45dc-b8d8-97931b444d6b	414	11.070414	301	176.67675	178.21225	data_service_unblock_mux_change	True	True	True	1_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon_pilon
sample	c8e450e1-051f-4ae5-9508-c2ab497331c3	414	9.158214	110	176.68225	178.20350000000002	signal_negative	False	False	True	
sample	69dce0b8-4f8f-4283-a4c4-2a4f2d269573	425	8.164562	160	176.9905	178.62449999999998	data_service_unblock_mux_change	False	False	True	
sample	01337e2f-03da-4add-a4fc-ab993e61e4df	731	11.695317	191	176.04675	178.121	signal_positive	True	True	True	NC_001416.1
sample	39ae8476-00fd-4c3a-8f82-c16c91ed3091	400	10.031591	24	176.56675	178.00525000000002	signal_negative	False	False	True	
sample	79e321a7-bd00-4333-8f1e-415132d59a2f	749	9.800367	432	177.982	179.58875	data_service_unblock_mux_change	False	False	True	
sample	a0b0006b-1dd1-45b0-b534-09ab9fb40ab5	2481	9.988255	476	173.178	179.3105	signal_positive	False	False	True	
sample	e1fb8238-b2fe-41d2-84b8-6f52bb65237b	638	10.737964	422	177.173	178.8685	data_service_unblock_mux_change	True	False	True	
